SoundOrthography,Klattbet,Arpabet,List,Contrast,VL_PositionalUnigram,VL_PositionalBigram,uni_prob_adult_SmallCMU,bi_prob_adult_SmallCMU,pos_uni_freq_adult_SmallCMU,pos_bi_freq_adult_SmallCMU,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,segmentation
poin,pOn,P OY N,High,OldBigram,1.1839,1.0012,-12.65415805,-10.81321273,1.181532267,1.001406984,p O n,3,-13.546571402291352,NA,-Inf,NA,-28.87411458558264,NA,1.0386423649127328,NA,1.0387357872422431,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
poir,pOr,P OY R,Low,OldBigram,1.1662,1.0005,-12.94335437,-16.05299108,1.164035949,1.000582242,p O r,3,-13.847499036948298,NA,-Inf,NA,-31.05917620291115,NA,1.0266632317897857,NA,1.0267874349585662,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pois,pOs,P OY S,High,OldBigram,1.1666,1.0012,-12.87222312,-11.84481853,1.166215625,1.001171343,p O s,3,-13.88596131863191,NA,-Inf,NA,-29.074967024078227,NA,1.005538738970825,NA,1.0057172223292863,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
poit,pOt,P OY T,High,OldBigram,1.1538,1.0006,-12.68404447,-12.33477772,1.15349103,1.000700062,p O t,3,-13.201381893965245,NA,-Inf,NA,-31.01016259548014,NA,1.033168029883429,NA,1.033275518725509,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pook,puk,P UW K,High,OldBigram,1.16,1.0012,-10.89060637,-13.58036067,1.165217925,1.001173401,p u k,3,-11.04273757162081,NA,-Inf,NA,-24.84706089913955,NA,1.01687383267856,NA,1.017023190081583,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pum,pUm,P UH M,High,OldBigram,1.144,1.0011,-13.15462091,-14.0839093,1.14309403,1.00081651,p U m,3,-12.07838317261454,NA,-Inf,NA,-27.152846362663738,NA,1.0149417144329234,NA,1.0150960364874413,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pun,pUn,P UH N,High,OldBigram,1.1907,1.0014,-12.34983666,-13.88623667,1.183977682,1.0007576,p U n,3,-11.390280233881388,NA,-Inf,NA,-29.22419433498265,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pup,pUp,P UH P,High,OldBigram,1.1317,1.0012,-13.19093775,-15.90656198,1.130722896,1.00069869,p U p,3,-12.511178417788809,NA,-Inf,NA,-26.500216607184335,NA,1.0070200296258132,NA,1.0071947067514613,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
pus,pUs,P UH S,High,OldBigram,1.1734,1.0011,-12.56790173,-13.12608301,1.16866104,1.00087542,p U s,3,-11.729670150221944,NA,-Inf,NA,-28.88605027274555,NA,1.00528112320474,NA,1.005460268516734,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
poov,puv,P UW V,Low,OldBigram,1.1301,1.0006,-12.10302714,-13.31955532,1.135586114,1.00081994,p u v,3,-12.353366158940915,NA,-Inf,NA,-25.3757220431809,NA,1.003477812842146,NA,1.0036615918288687,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
run,rUn,R UH N,High,OldBigram,1.1564,1.0007,-11.79793189,-15.25262624,1.158600812,1.000350031,r U n,3,-10.57030968463091,NA,-Inf,NA,-33.068522943117046,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
raur,rWr,R AW R,Low,OldBigram,1.1382,1.0007,-11.86200642,-14.44336363,1.142560098,1.000585672,r W r,3,-11.279491829483597,NA,-Inf,NA,-29.70815116661894,NA,1.0305918722225802,NA,1.0307059805999872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shog,Scg,SH AO G,High,OldBigram,1.0441,1.0009,-13.02427628,-16.53004704,1.059364551,1.000819254,S c g,3,-14.147744043260994,NA,-Inf,NA,-25.71940777251676,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shog,Scg,SH AO G,High,OldBigram,1.0441,1.0009,-13.02427628,-16.53004704,1.059364551,1.000819254,S c g,3,-14.147744043260994,NA,-Inf,NA,-25.71940777251676,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sop,scp,S AO P,High,OldBigram,1.156,1.0012,-10.75169116,-14.32387615,1.176014483,1.00198168,s c p,3,-11.909210064054022,NA,-Inf,NA,-30.012151125735084,NA,1.0170026405616024,NA,1.0171516669878589,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sug,sUg,S UH G,High,OldBigram,1.1305,1.0005,-13.49924111,-17.42890501,1.130014993,1.000176044,s U g,3,-11.60488843189352,NA,-Inf,NA,-31.82313895025181,NA,1.0054099310877826,NA,1.0055887454230101,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shug,SUg,SH UH G,High,OldBigram,1.0378,1.0007,-14.84048684,-16.84693949,1.033571247,1.000350717,S U g,3,-13.968204129428917,NA,-Inf,NA,-25.799322625482958,NA,1.0054099310877826,NA,1.0055887454230101,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
suk,sUk,S UH K,High,OldBigram,1.1661,1.0013,-12.10449878,-14.70911121,1.167481856,1.000706236,s U k,3,-11.213210968889504,NA,-Inf,NA,-28.528811385288755,NA,1.0157789656726992,NA,1.015931136378236,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sum,sUm,S UH M,High,OldBigram,1.162,1.0005,-12.53158489,-16.57698775,1.162592313,1.000176044,s U m,3,-11.296874905047675,NA,-Inf,NA,-33.63302459044705,NA,1.0149417144329234,NA,1.0150960364874413,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sun,sUn,S UH N,High,OldBigram,1.2087,1.0008,-11.72680063,-16.37931513,1.203475965,1.000117134,s U n,3,-10.60877196631452,NA,-Inf,NA,-35.70437256276596,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sup,sUp,S UH P,High,OldBigram,1.1497,1.0006,-12.56790173,-18.39964043,1.150221179,1.000058224,s U p,3,-11.729670150221944,NA,-Inf,NA,-32.980394834967655,NA,1.0070200296258132,NA,1.0071947067514613,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
sus,sUs,S UH S,High,OldBigram,1.1914,1.0005,-11.9448657,-15.61916146,1.188159323,1.000234955,s U s,3,-10.948161882655079,NA,-Inf,NA,-35.36622850052886,NA,1.00528112320474,NA,1.005460268516734,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shooth,SuT,SH UW TH,High,OldBigram,1.0392,1.0008,-14.21356623,-15.88452583,1.039671579,1.000528819,S u T,3,-14.609040618723888,NA,-Inf,NA,-23.492494263453942,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
shooth,SuT,SH UW TH,High,OldBigram,1.0392,1.0008,-14.21356623,-15.88452583,1.039671579,1.000528819,S u T,3,-14.609040618723888,NA,-Inf,NA,-23.492494263453942,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
saul,sWl,S AW L,High,OldBigram,1.1858,1.0011,-11.80805999,-12.97497662,1.183782821,1.000879536,s W l,3,-11.52000813659268,NA,-Inf,NA,-27.674156447952207,NA,1.0277580987956463,NA,1.0278794886619131,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
saut,sWt,S AW T,High,OldBigram,1.1781,1.0012,-11.53156526,-12.33954237,1.176890332,1.000879536,s W t,3,-10.671836968184156,NA,-Inf,NA,-26.041622986514266,NA,1.0370966703162234,NA,1.03719406436693,NA,1.0007728472982547,NA,1.0008174227827409,NA,PearlUtterancesTypizedNoSpaces_RS1
shurr,Sxr,SH AH R,High,OldBigram,1.1303,1.0015,-9.202079385,-15.7259066,1.173378696,1.001283676,S x r,3,-11.790243773260734,NA,-Inf,NA,-25.584873645966116,NA,1.0372254781992658,NA,1.0373225412732061,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
thog,Tcg,TH AO G,High,OldBigram,1.0412,1.001,-14.44741378,-15.24209822,1.055930525,1.00076103,T c g,3,-14.033973049094572,NA,-Inf,NA,-24.847592203510622,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thog,Tcg,TH AO G,High,OldBigram,1.0412,1.001,-14.44741378,-15.24209822,1.055930525,1.00076103,T c g,3,-14.033973049094572,NA,-Inf,NA,-24.847592203510622,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
theedh,TiD,TH IY DH,Low,OldBigram,1.0417,1.0012,-16.15242787,-15.5500441,1.049454352,1.001284362,T i D,3,-12.403376785866637,NA,-Inf,NA,-26.837679577921826,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
toin,tOn,T OY N,High,OldBigram,1.144,1.0009,-11.84294338,-13.23502069,1.139392695,1.001057639,t O n,3,-12.080483710057823,NA,-Inf,NA,-27.69388561200104,NA,1.0386423649127328,NA,1.0387357872422431,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
tun,tUn,T UH N,High,OldBigram,1.1508,1.001,-11.53862199,-15.49711442,1.141838109,1.000408255,t U n,3,-9.924192541647855,NA,-Inf,NA,-33.82185580821097,NA,1.0383847491466478,NA,1.0384788334296908,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thautch,TWC,TH AW CH,Low,OldBigram,1.0245,1.0004,-16.94045613,-15.13492875,1.019869703,1.000352089,T W C,3,-16.033214894580517,NA,-Inf,NA,-27.371496246309675,NA,1.0045726798480068,NA,1.0047536455322157,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
thaudh,TWD,TH AW DH,Low,OldBigram,1.0196,1.0001,-18.95446986,-17.7780886,1.015451441,1.000116448,T W D,3,-13.892654537844638,NA,-Inf,NA,-29.169676283340657,NA,1.0075352611579829,NA,1.007708614376566,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
thauth,TWT,TH AW TH,Low,OldBigram,1.0239,1.0006,-17.24851038,-16.10452616,1.020458805,1.000234269,T W T,3,-15.85550579958877,NA,-Inf,NA,-25.892879667886188,NA,1.008372512397759,NA,1.0085437142673606,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
thauz,TWz,TH AW Z,Low,OldBigram,1.0366,1.0006,-16.19953607,-14.61795238,1.034538333,1.000410999,T W z,3,-14.320964728559426,NA,-Inf,NA,-28.032941701958038,NA,1.0192567785148452,NA,1.0194000128476906,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
veir,ver,V EY R,High,OldBigram,1.13,1.0012,-10.99557071,-17.72310933,1.116722864,1.000815138,v e r,3,-11.81444975320959,NA,-Inf,NA,-23.675989635000168,NA,1.0319443549945257,NA,1.032054988115886,NA,1.000257615766085,NA,1.0003503240497462,NA,PearlUtterancesTypizedNoSpaces_RS1
wush,wUS,W UH SH,High,OldBigram,1.0382,1.0015,-15.5786767,-14.30835974,1.028676338,1.000877478,w U S,3,-13.752980680249618,NA,-Inf,NA,-25.321504669866407,NA,1.0010948670058608,NA,1.0012847690627609,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
wuth,wUT,W UH TH,Low,OldBigram,1.0379,1.0012,-17.00181421,-15.31751077,1.027733775,1.000524017,w U T,3,-13.639209686083195,NA,-Inf,NA,-29.144090420576305,NA,1.0041862561988795,NA,1.0043682148133872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
waudh,wWD,W AW DH,Low,OldBigram,1.0331,1.0001,-18.4826519,-17.28766861,1.024182015,1.000116448,w W D,3,-12.084612934534807,NA,-Inf,NA,-28.864630691491158,NA,1.0075352611579829,NA,1.007708614376566,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
wurr,wxr,W AH R,High,OldBigram,1.1409,1.0014,-10.15339893,-17.33521129,1.178675244,1.000526761,w x r,3,-9.868431175784481,NA,-Inf,NA,-23.99575233386949,NA,1.0372254781992658,NA,1.0373225412732061,NA,1.0001932118245636,NA,1.0002919367081218,NA,PearlUtterancesTypizedNoSpaces_RS1
yof,ycf,Y AO F,Low,OldBigram,1.0441,1.0007,-13.42924507,-15.78655691,1.065028403,1.000879536,y c f,3,-12.655953501998944,NA,-Inf,NA,-27.52432412641393,NA,1.01371803954402,NA,1.0138755058778184,NA,1.0003864236491273,NA,1.0004670987329949,NA,PearlUtterancesTypizedNoSpaces_RS1
yog,ycg,Y AO G,High,OldBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yog,ycg,Y AO G,High,OldBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yog,ycg,Y AO G,High,OldBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yosh,ycS,Y AO SH,Low,OldBigram,1.0321,1.0006,-13.49963719,-16.64408247,1.048474647,1.000643896,y c S,3,-13.792500738793699,NA,-Inf,NA,-27.830474947605218,NA,1.01107747794165,NA,1.0112417292991585,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
yosh,ycS,Y AO SH,Low,OldBigram,1.0321,1.0006,-13.49963719,-16.64408247,1.048474647,1.000643896,y c S,3,-13.792500738793699,NA,-Inf,NA,-27.830474947605218,NA,1.01107747794165,NA,1.0112417292991585,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
yeitch,yeC,Y EY CH,Low,OldBigram,1.0451,1.0003,-14.03845091,-18.81921522,1.037685341,1.00011782,y e C,3,-13.005971404470545,NA,-Inf,NA,-28.70311691407606,NA,1.0059251626199524,NA,1.0061026530481145,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
yeidh,yeD,Y EY DH,Low,OldBigram,1.0402,1.0002,-16.05246464,-19.82476628,1.033267079,1.00011782,y e D,3,-10.865411047734664,NA,-Inf,NA,-29.513547255250735,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yeidge,yeJ,Y EY JH,Low,OldBigram,1.0479,1.0008,-13.26992559,-17.39919133,1.04457783,1.000648012,y e J,3,-13.188533086130583,NA,-Inf,NA,-27.17536137482805,NA,1.0068912217427706,NA,1.0070662298451851,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yeish,yeS,Y EY SH,Low,OldBigram,1.0448,1.0006,-12.92336766,-15.19020792,1.039217005,1.000530191,y e S,3,-12.942033303645218,NA,-Inf,NA,-28.27863746145266,NA,1.0066336059766858,NA,1.006809276032633,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
yeedh,yiD,Y IY DH,Low,OldBigram,1.0428,1.0005,-15.41778096,-18.65930169,1.052189932,1.000410999,y i D,3,-10.455315327268814,NA,-Inf,NA,-29.849830380787754,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yeedge,yiJ,Y IY JH,Low,OldBigram,1.0505,1.0007,-12.63524191,-16.70373036,1.063500683,1.001000101,y i J,3,-12.778437365664733,NA,-Inf,NA,-29.6214097723727,NA,1.0023185418947638,NA,1.0025052996723838,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yeesh,yiS,Y IY SH,High,OldBigram,1.0474,1.0004,-12.28868398,-18.05602975,1.058139858,1.000234269,y i S,3,-12.531937583179367,NA,-Inf,NA,-29.385644382727968,NA,1.002060926128679,NA,1.0022483458598317,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yug,yUg,Y UH G,Low,OldBigram,1.036,1.0018,-15.52897744,-14.63284622,1.032872801,1.000583614,y U g,3,-11.90637167666467,NA,-Inf,NA,-25.04697396168821,NA,1.0054099310877826,NA,1.0055887454230101,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yoog,yug,Y UW G,Low,OldBigram,1.0479,1.0035,-13.692049,-12.42252876,1.050107153,1.005481303,y u g,3,-10.95439001182911,NA,-Inf,NA,-20.90047984611318,NA,1.0065047980936435,NA,1.006680799126357,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yuth,yUT,Y UH TH,Low,OldBigram,1.0255,1.0016,-16.73898526,-14.38101103,1.021738781,1.000465793,y U T,3,-13.4991898307952,NA,-Inf,NA,-26.376562845314503,NA,1.0041862561988795,NA,1.0043682148133872,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yuz,yUz,Y UH Z,Low,OldBigram,1.0382,1.0017,-15.69001095,-13.58758443,1.035818309,1.000524703,y U z,3,-11.964648759765858,NA,-Inf,NA,-27.186419984917507,NA,1.0150705223159657,NA,1.0152245133937172,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yudh,yxD,Y AH DH,Low,OldBigram,1.0532,1,-14.28978144,-15.19249003,1.100574212,1.000351403,y x D,3,-10.053567043804941,NA,-Inf,NA,-26.62341813657497,NA,1.0141688671346685,NA,1.0143251750497848,NA,1.0005152315321697,NA,1.0005838734162436,NA,PearlUtterancesTypizedNoSpaces_RS1
zeitch,zeC,Z EY CH,Low,OldBigram,1.0398,1.0002,-13.72412351,-15.87863438,1.031981366,1.000176044,z e C,3,-13.419491792039029,NA,-Inf,NA,-25.496239911793296,NA,1.0059251626199524,NA,1.0061026530481145,NA,1.0001288078830424,NA,1.0002335493664976,NA,PearlUtterancesTypizedNoSpaces_RS1
zeidh,zeD,Z EY DH,Low,OldBigram,1.0349,1.0001,-15.73813725,-16.88418544,1.027563104,1.000176044,z e D,3,-11.278931435303146,NA,-Inf,NA,-26.306670252967976,NA,1.0088877439299284,NA,1.0090576218924647,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeish,zeS,Z EY SH,Low,OldBigram,1.0395,1.0005,-12.60904026,-12.24962708,1.03351303,1.000588416,z e S,3,-13.3555536912137,NA,-Inf,NA,-25.0717604591699,NA,1.0066336059766858,NA,1.006809276032633,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
zeetch,ziC,Z IY CH,Low,OldBigram,1.0424,1.0009,-13.08943983,-15.67115566,1.050904219,1.00076103,z i C,3,-13.009396071573178,NA,-Inf,NA,-25.03854992868906,NA,1.0013524827719456,NA,1.0015417228753132,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
zeetch,ziC,Z IY CH,Low,OldBigram,1.0424,1.0009,-13.08943983,-15.67115566,1.050904219,1.00076103,z i C,3,-13.009396071573178,NA,-Inf,NA,-25.03854992868906,NA,1.0013524827719456,NA,1.0015417228753132,NA,1.0000644039415212,NA,1.000175162024873,NA,PearlUtterancesTypizedNoSpaces_RS1
zeedh,ziD,Z IY DH,Low,OldBigram,1.0375,1.0006,-15.10345356,-16.98208837,1.046485957,1.00070212,z i D,3,-10.868835714837296,NA,-Inf,NA,-26.027048968904143,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeedh,ziD,Z IY DH,Low,OldBigram,1.0375,1.0006,-15.10345356,-16.98208837,1.046485957,1.00070212,z i D,3,-10.868835714837296,NA,-Inf,NA,-26.027048968904143,NA,1.0043150640819216,NA,1.0044966917196634,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeeth,ziT,Z IY TH,High,OldBigram,1.0418,1.0007,-13.39749409,-15.84752243,1.051493321,1.00076103,z i T,3,-12.831686976581427,NA,-Inf,NA,-24.92654372111943,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeeth,ziT,Z IY TH,High,OldBigram,1.0418,1.0007,-13.39749409,-15.84752243,1.051493321,1.00076103,z i T,3,-12.831686976581427,NA,-Inf,NA,-24.92654372111943,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zoof,zuf,Z UW F,High,OldBigram,1.0444,1.0005,-13.0941998,-17.43576108,1.050765476,1.000998729,z u f,3,-11.937952310899792,NA,-Inf,NA,-27.993354001751158,NA,1.0048302956140915,NA,1.0050105993447678,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zoog,zug,Z UW G,Low,OldBigram,1.0426,1.0003,-13.3777216,-17.31231239,1.044403178,1.000939819,z u g,3,-11.367910399397594,NA,-Inf,NA,-26.93824151569038,NA,1.0065047980936435,NA,1.006680799126357,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zooth,zuT,Z UW TH,High,OldBigram,1.0321,1.0007,-14.58772943,-16.55970191,1.033269157,1.000645268,z u T,3,-12.960728553528124,NA,-Inf,NA,-27.355804066228973,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zooth,zuT,Z UW TH,High,OldBigram,1.0321,1.0007,-14.58772943,-16.55970191,1.033269157,1.000645268,z u T,3,-12.960728553528124,NA,-Inf,NA,-27.355804066228973,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
footh,fuT,F UW TH,High,Unigram,1.0761,1.0009,-14.1431741,-14.96546922,1.075525138,1.000587044,f u T,3,-13.472493381929134,NA,-Inf,NA,-25.16814651437857,NA,1.0052811232047403,NA,1.0054602685167342,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
geeth,giT,G IY TH,High,Unigram,1.0652,1.0005,-13.23646057,-15.19687001,1.074425629,1.000411685,g i T,3,-12.773409893480238,NA,-Inf,NA,-23.95391823658478,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeeth,ziT,Z IY TH,Low,Unigram,1.0418,1.0007,-13.39749409,-15.84752243,1.051493321,1.00076103,z i T,3,-12.831686976581427,NA,-Inf,NA,-24.92654372111943,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeeth,ziT,Z IY TH,Low,Unigram,1.0418,1.0007,-13.39749409,-15.84752243,1.051493321,1.00076103,z i T,3,-12.831686976581427,NA,-Inf,NA,-24.92654372111943,NA,1.0051523153216977,NA,1.005331791610458,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawg,ycg,Y AO G,Low,Unigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawg,ycg,Y AO G,Low,Unigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
yawg,ycg,Y AO G,Low,Unigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-12.085911590496746,NA,-Inf,NA,-28.552890186936494,NA,1.0153925420235719,NA,1.0155457056594077,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
lerz,lRz,L ER Z,High,Unigram,1.0632,1.0001,-10.98407907,-15.58933279,1.089259897,1.000291807,l R z,3,-12.015599565230957,NA,-Inf,NA,-26.320502966989622,NA,1.0150705223159657,NA,1.0152245133937172,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
jipe,JYp,JH AY P,High,Unigram,1.0852,1.0018,-12.29994294,-14.52030592,1.085914792,1.002174188,J Y p,3,-14.080770613143628,NA,-Inf,NA,-27.129879358383228,NA,1.0587363946673538,NA,1.0587781846213142,NA,1.0005152315321697,NA,1.0005838734162436,NA,PearlUtterancesTypizedNoSpaces_RS1
chuzz,Cxz,CH AH Z,High,Unigram,1.0712,1.0009,-11.96144031,-12.57026506,1.118904454,1.002467367,C x z,3,-12.607647788109306,NA,-Inf,NA,-24.449903026153585,NA,1.0258903844915308,NA,1.0260165735209095,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
cheydge,CeJ,CH EY JH,Low,Unigram,1.0489,1.0013,-13.69651825,-14.69198006,1.04382118,1.001172029,C e J,3,-15.314303639720158,NA,-Inf,NA,-22.81254308446928,NA,1.0068912217427706,NA,1.0070662298451851,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zeesh,ziS,Z IY SH,Low,Unigram,1.0421,1.0005,-11.97435658,-16.37881644,1.052435883,1.000525389,z i S,3,-12.94545797074785,NA,-Inf,NA,-25.562862970844357,NA,1.002060926128679,NA,1.0022483458598317,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
zoove,zuv,Z UW V,Low,Unigram,1.0483,1.0005,-13.19540005,-15.96646895,1.05223823,1.000645268,z u v,3,-12.286861523713679,NA,-Inf,NA,-28.260019708091274,NA,1.003477812842146,NA,1.0036615918288687,NA,1,1,1.0001167746832489,1,PearlUtterancesTypizedNoSpaces_RS1
