SoundOrthography,Klattbet,Arpabet,List,Contrast,VL_PositionalUnigram,VL_PositionalBigram,uni_prob_adult_SmallCMU,bi_prob_adult_SmallCMU,pos_uni_freq_adult_SmallCMU,pos_bi_freq_adult_SmallCMU,word,word_len,uni_prob,uni_prob_freq_weighted,bi_prob,bi_prob_freq_weighted,bi_prob_smoothed,bi_prob_freq_weighted_smoothed,pos_uni_score,pos_uni_score_freq_weighted,pos_uni_score_smoothed,pos_uni_score_freq_weighted_smoothed,pos_bi_score,pos_bi_score_freq_weighted,pos_bi_score_smoothed,pos_bi_score_freq_weighted_smoothed,segmentation
pame,pem,P EY M,High,NewBigram,1.163,1.0042,-10.76214081,-12.04046921,1.159629692,1.003039318,p e m,3,-10.66859353,NA,-11.73404555,NA,-11.82684226,NA,1.17410704,NA,1.172928863,NA,1.006331911,NA,1.004702034,NA,PearlWordTypes_RS1
pape,pep,P EY P,High,NewBigram,1.1507,1.0043,-10.79845765,-12.84049551,1.147258558,1.003216049,p e p,3,-10.52161134,NA,-11.3319809,NA,-11.45860136,NA,1.164688397,NA,1.163628029,NA,1.006656692,NA,1.004919425,NA,PearlWordTypes_RS1
peem,pim,P IY M,Low,NewBigram,1.1656,1.0035,-10.12745713,-11.60041266,1.178552545,1.003811325,p i m,3,-9.790769074,NA,-11.16800579,NA,-11.26660555,NA,1.175973872,NA,1.174773314,NA,1.00753554,NA,1.005528213,NA,PearlWordTypes_RS1
perb,pRb,P ER B,Low,NewBigram,1.1194,1.0036,-10.87609732,-11.86954811,1.149397589,1.009915258,p R b,3,-10.52701025,NA,-13.29746812,NA,-13.25327959,NA,1.116508574,NA,1.116036789,NA,1.00344981,NA,1.002764106,NA,PearlWordTypes_RS1
perd,pRd,P ER D,Low,NewBigram,1.1314,1.0035,-10.43614603,-9.596194422,1.154287132,1.009561797,p R d,3,-10.23074444,NA,-9.276245823,NA,-9.442337112,NA,1.140217571,NA,1.139449233,NA,1.005073714,NA,1.003851063,NA,PearlWordTypes_RS1
perv,pRv,P ER V,Low,NewBigram,1.117,1.0039,-11.17544394,-10.01153265,1.148337206,1.010504359,p R v,3,-11.75423992,NA,-11.45932937,NA,-11.61340065,NA,1.113910328,NA,1.113471042,NA,1.003774591,NA,1.002981498,NA,PearlWordTypes_RS1
rame,rem,R EY M,High,NewBigram,1.1287,1.0047,-10.21023604,-11.74727109,1.134252822,1.003679784,r e m,3,-10.35210379,NA,-11.38851528,NA,-11.5047159,NA,1.145260886,NA,1.144427484,NA,1.007265328,NA,1.005335614,NA,PearlWordTypes_RS1
reeg,rig,R IY G,High,NewBigram,1.0998000000000001,1.005,-10.54320859,-12.13527186,1.120598356,1.017650153,r i g,3,-10.20132807,NA,-14.44679164,NA,-13.96572067,NA,1.113675299,NA,1.113237939,NA,1.002813891,NA,1.002335522,NA,PearlWordTypes_RS1
rees,ris,R IY S,High,NewBigram,1.1607,1.0062,-8.988833177,-9.859438574,1.178742686,1.020242201,r i s,3,-8.796880514,NA,-11.13833631,NA,-11.18250837,NA,1.157520703,NA,1.156534924,NA,1.003788233,NA,1.002987696,NA,PearlWordTypes_RS1
reet,rit,R IY T,High,NewBigram,1.1479,1.0067,-8.800654531,-9.109319956,1.166018091,1.020772392,r i t,3,-8.730359831,NA,-9.435289833,NA,-9.543528711,NA,1.170187153,NA,1.169042942,NA,1.010283849,NA,1.007335522,NA,PearlWordTypes_RS1
reeze,riz,R IY Z,High,NewBigram,1.102,1.0059,-10.70424211,-9.575569881,1.123543864,1.019063997,r i z,3,-9.447556267,NA,-8.102222238,NA,-8.257639752,NA,1.120820476,NA,1.120293744,NA,1.00671126,NA,1.004944217,NA,PearlWordTypes_RS1
rep,rEp,R EH P,High,NewBigram,1.1601,1.0114,-9.765580224,-11.23794923,1.178475575,1.014071125,r E p,3,-10.07001911,NA,-11.61884889,NA,-11.72580789,NA,1.137397937,NA,1.136663693,NA,1.005060072,NA,1.003844865,NA,PearlWordTypes_RS1
ridh,rID,R IH DH,High,NewBigram,1.1494,1.0176,-12.93113306,-13.33233869,1.16471898,1.013803243,r I D,3,-11.62645557,NA,-15.33857906,NA,-15.01464856,NA,1.13724838,NA,1.136537002,NA,1.007494614,NA,1.005509618,NA,PearlWordTypes_RS1
rish,rIS,R IH SH,High,NewBigram,1.154,1.0183,-9.802036078,-10.74077738,1.170668906,1.014156704,r I S,3,-10.22773869,NA,-10.4457268,NA,-10.68774397,NA,1.146017461,NA,1.145196399,NA,1.010417641,NA,1.00746614,NA,PearlWordTypes_RS1
rith,rIT,R IH TH,High,NewBigram,1.1537,1.0182,-11.22517358,-11.51769765,1.169726344,1.014333434,r I T,3,-11.1106424,NA,-12.55855536,NA,-12.76647689,NA,1.138872284,NA,1.138140594,NA,1.006845053,NA,1.005074836,NA,PearlWordTypes_RS1
rizh,rIZ,R IH ZH,High,NewBigram,1.148,1.0174,-12.35078138,-13.20924948,1.163776417,1.013567602,r I Z,3,-13.70589711,NA,#NAME?,NA,-16.23104388,NA,1.135299696,NA,1.134612692,NA,1.006845053,NA,1.005074836,NA,PearlWordTypes_RS1
rizz,rIz,R IH Z,High,NewBigram,1.1664,1.0213,-10.17619928,-9.328156645,1.183805872,1.017750223,r I z,3,-9.11482585,NA,-8.722978311,NA,-8.858104259,NA,1.160957377,NA,1.159949446,NA,1.00976808,NA,1.007031358,NA,PearlWordTypes_RS1
rull,rxl,R AH L,High,NewBigram,1.166,1.0081,-7.949149736,-7.378025143,1.221294859,1.016974959,r x l,3,-8.809254015,NA,-8.915381112,NA,-9.036740915,NA,1.204802781,NA,1.203246432,NA,1.010120145,NA,1.007261145,NA,PearlWordTypes_RS1
seeg,sig,S IY G,Low,NewBigram,1.1521,1.0034,-10.47207733,-12.87117831,1.165473508,1.003268785,s i g,3,-9.987401173,NA,-13.87278745,NA,-13.38175275,NA,1.199283239,NA,1.197822677,NA,1.00561414,NA,1.004236261,NA,PearlWordTypes_RS1
seeve,siv,S IY V,High,NewBigram,1.1578,1.0042,-10.28975577,-10.39463427,1.17330856,1.00497718,s i v,3,-10.52148366,NA,-10.56351546,NA,-10.79003209,NA,1.19960802,NA,1.198143395,NA,1.007238044,NA,1.005323217,NA,PearlWordTypes_RS1
serd,sRd,S ER D,Low,NewBigram,1.1494,1.001,-9.813110006,-10.51576697,1.173785415,1.006359468,s R d,3,-9.700327805,NA,-9.543183026,NA,-9.67074529,NA,1.196979357,NA,1.195532592,NA,1.006318269,NA,1.004695836,NA,PearlWordTypes_RS1
serd,sRd,S ER D,Low,NewBigram,1.1494,1.001,-9.813110006,-10.51576697,1.173785415,1.006359468,s R d,3,-9.700327805,NA,-9.543183026,NA,-9.67074529,NA,1.196979357,NA,1.195532592,NA,1.006318269,NA,1.004695836,NA,PearlWordTypes_RS1
serg,sRg,S ER G,Low,NewBigram,1.1293,1.001,-10.73472948,-13.35840131,1.160000437,1.006064917,s R g,3,-10.6897408,NA,#NAME?,NA,-14.25120792,NA,1.170347334,NA,1.169233682,NA,1.004044804,NA,1.003174097,NA,PearlWordTypes_RS1
serk,sRk,S ER K,Low,NewBigram,1.1649,1.0011,-9.339987145,-11.32741628,1.1974673,1.008126773,s R k,3,-9.531180253,NA,-11.19197213,NA,-11.25826258,NA,1.221987477,NA,1.2202279090000001,NA,1.007617392,NA,1.005565401,NA,PearlWordTypes_RS1
serk,sRk,S ER K,Low,NewBigram,1.1649,1.0011,-9.339987145,-11.32741628,1.1974673,1.008126773,s R k,3,-9.531180253,NA,-11.19197213,NA,-11.25826258,NA,1.221987477,NA,1.2202279090000001,NA,1.007617392,NA,1.005565401,NA,PearlWordTypes_RS1
serm,sRm,S ER M,Low,NewBigram,1.1608,1.0014,-9.76707325,-11.00724928,1.192577757,1.008480234,s R m,3,-9.96269207,NA,-11.38801022,NA,-11.45881657,NA,1.203799753,NA,1.202267678,NA,1.004694366,NA,1.003608879,NA,PearlWordTypes_RS1
serm,sRm,S ER M,Low,NewBigram,1.1608,1.0014,-9.76707325,-11.00724928,1.192577757,1.008480234,s R m,3,-9.96269207,NA,-11.38801022,NA,-11.45881657,NA,1.203799753,NA,1.202267678,NA,1.004694366,NA,1.003608879,NA,PearlWordTypes_RS1
shudge,SxJ,SH AH JH,Low,NewBigram,1.0627,1.0008,-10.81875179,-10.35751703,1.112583409,1.002461879,S x J,3,-12.54994832,NA,-15.33190138,NA,-15.11690534,NA,1.117751259,NA,1.117272372,NA,1.001258197,NA,1.001279556,NA,PearlWordTypes_RS1
shudge,SxJ,SH AH JH,Low,NewBigram,1.0627,1.0008,-10.81875179,-10.35751703,1.112583409,1.002461879,S x J,3,-12.54994832,NA,-15.33190138,NA,-15.11690534,NA,1.117751259,NA,1.117272372,NA,1.001258197,NA,1.001279556,NA,PearlWordTypes_RS1
shutch,SxC,SH AH CH,Low,NewBigram,1.0599,1.0004,-11.58727711,-12.5115101,1.10569092,1.001637137,S x C,3,-12.18222354,NA,-13.21471951,NA,-13.46911214,NA,1.125221216,NA,1.124648896,NA,1.002882101,NA,1.002366512,NA,PearlWordTypes_RS1
sibe,sYb,S AY B,High,NewBigram,1.1627,1.0043,-11.06181048,-12.64072317,1.164237938,1.00514019,s Y b,3,-10.42474149,NA,-13.63269434,NA,-13.57330269,NA,1.183849079,NA,1.182572038,NA,1.001907759,NA,1.001714338,NA,PearlWordTypes_RS1
sive,sYv,S AY V,High,NewBigram,1.1603,1.0047,-11.36115711,-11.03990018,1.163177556,1.00490455,s Y v,3,-11.65197116,NA,-11.10140841,NA,-11.34563709,NA,1.181250833,NA,1.180006291,NA,1.001582978,NA,1.001496947,NA,PearlWordTypes_RS1
sudge,sxJ,S AH JH,High,NewBigram,1.1554,1.0053,-9.477506061,-9.747074087,1.209027155,1.014164936,s x J,3,-10.78635973,NA,-13.63963666,NA,-13.32744448,NA,1.223830663,NA,1.222083896,NA,1.009658944,NA,1.006981773,NA,PearlWordTypes_RS1
sugg,sxg,S AH G,High,NewBigram,1.1625,1.0055,-9.344077809,-11.0143088,1.213857788,1.015225319,s x g,3,-9.839432025,NA,-10.96222342,NA,-11.11510026,NA,1.23942014,NA,1.237478379,NA,1.013231532,NA,1.009373077,NA,PearlWordTypes_RS1
sush,sxS,S AH SH,High,NewBigram,1.1523,1.005,-9.130948129,-12.68819211,1.20366633,1.013458014,s x S,3,-10.19857306,NA,-10.77743577,NA,-10.97557014,NA,1.231625402,NA,1.229781137,NA,1.011607628,NA,1.008286121,NA,PearlWordTypes_RS1
tace,tes,T EY S,High,NewBigram,1.1525,1.0042,-9.364206958,-11.76074144,1.14305713,1.002937276,t e s,3,-9.394257386,NA,-10.2785865,NA,-10.40695215,NA,1.177366029,NA,1.176143124,NA,1.009538793,NA,1.006857353,NA,PearlWordTypes_RS1
tem,tEm,T EH M,High,NewBigram,1.1668,1.011,-9.469953482,-10.96676225,1.174084006,1.011532586,t E m,3,-9.936553725,NA,-11.99371486,NA,-12.0692524,NA,1.168528738,NA,1.167417177,NA,1.005966205,NA,1.004466048,NA,PearlWordTypes_RS1
tert,tRt,T ER T,Low,NewBigram,1.1195,1.0006,-8.803996773,-10.04322857,1.143782316,1.004981982,t R t,3,-9.152251882,NA,-9.477812873,NA,-9.603102219,NA,1.162963407,NA,1.161906598,NA,1.006427405,NA,1.00474542,NA,PearlWordTypes_RS1
tert,tRt,T ER T,Low,NewBigram,1.1195,1.0006,-8.803996773,-10.04322857,1.143782316,1.004981982,t R t,3,-9.152251882,NA,-9.477812873,NA,-9.603102219,NA,1.162963407,NA,1.161906598,NA,1.006427405,NA,1.00474542,NA,PearlWordTypes_RS1
theen,Tin,TH IY N,Low,NewBigram,1.1347,1.0039,-11.46402009,-11.78514201,1.139056708,1.003640768,T i n,3,-11.35439745,NA,-12.07523154,NA,-12.30560242,NA,1.155262751,NA,1.154289699,NA,1.005846054,NA,1.004341628,NA,PearlWordTypes_RS1
therth,TRT,TH ER TH,Low,NewBigram,1.0232,1.0001,-14.70912054,-14.82065284,1.048988644,1.001285734,T R T,3,-14.57827786,NA,-13.31235152,NA,-13.83029799,NA,1.041883845,NA,1.042313917,NA,1.002191613,NA,1.001913135,NA,PearlWordTypes_RS1
thudge,TxJ,TH AH JH,Low,NewBigram,1.0598,1.0005,-12.2418893,-12.56758977,1.109149383,1.001879637,T x J,3,-13.43285203,NA,-16.07963778,NA,-15.9599313,NA,1.11030709,NA,1.109917178,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
thudge,TxJ,TH AH JH,Low,NewBigram,1.0598,1.0005,-12.2418893,-12.56758977,1.109149383,1.001879637,T x J,3,-13.43285203,NA,-16.07963778,NA,-15.9599313,NA,1.11030709,NA,1.109917178,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
thush,TxS,TH AH SH,Low,NewBigram,1.0567,1.0002,-11.89533136,-15.50870779,1.103788558,1.001172715,T x S,3,-12.84506537,NA,-13.2174369,NA,-13.60805696,NA,1.118101828,NA,1.11761442,NA,1.002584604,NA,1.002161517,NA,PearlWordTypes_RS1
thush,TxS,TH AH SH,Low,NewBigram,1.0567,1.0002,-11.89533136,-15.50870779,1.103788558,1.001172715,T x S,3,-12.84506537,NA,-13.2174369,NA,-13.60805696,NA,1.118101828,NA,1.11761442,NA,1.002584604,NA,1.002161517,NA,PearlWordTypes_RS1
thutch,TxC,TH AH CH,Low,NewBigram,1.057,1.0001,-13.01041461,-14.72158284,1.102256894,1.001054895,T x C,3,-13.06512725,NA,-13.96245591,NA,-14.3121381,NA,1.117777048,NA,1.117293701,NA,1.002259823,NA,1.001944126,NA,PearlWordTypes_RS1
tice,tYs,T AY S,Low,NewBigram,1.1576,1.0035,-9.80092461,-12.19711144,1.151848978,1.003042062,t Y s,3,-9.646920432,NA,-11.3288362,NA,-11.41804507,NA,1.160875675,NA,1.159850471,NA,1.005371211,NA,1.004056058,NA,PearlWordTypes_RS1
tull,txl,T AH L,High,NewBigram,1.1604,1.0086,-7.689839834,-8.094516953,1.204532156,1.015461131,t x l,3,-8.528806437,NA,-8.632090943,NA,-8.745681287,NA,1.22651494,NA,1.224699082,NA,1.009809006,NA,1.007049952,NA,PearlWordTypes_RS1
vate,vet,V EY T,High,NewBigram,1.1176,1.0042,-10.73626081,-9.365324357,1.106177945,1.004173018,v e t,3,-11.33278743,NA,-13.49327114,NA,-13.14059375,NA,1.137613125,NA,1.136858313,NA,1.003247808,NA,1.002602498,NA,PearlWordTypes_RS1
veen,vin,V IY N,High,NewBigram,1.1503,1.004,-10.07169071,-11.21250587,1.153142035,1.003582544,v i n,3,-10.64643518,NA,-12.47781215,NA,-12.61520535,NA,1.152471188,NA,1.151531501,NA,1.00677947,NA,1.004975208,NA,PearlWordTypes_RS1
vern,vRn,V ER N,Low,NewBigram,1.1275,1.0006,-10.33434285,-10.6198525,1.147668964,1.003861317,v R n,3,-11.34877481,NA,-11.55232897,NA,-11.80928451,NA,1.123535283,NA,1.122942506,NA,1.002273465,NA,1.001950324,NA,PearlWordTypes_RS1
vern,vRn,V ER N,Low,NewBigram,1.1275,1.0006,-10.33434285,-10.6198525,1.147668964,1.003861317,v R n,3,-11.34877481,NA,-11.55232897,NA,-11.80928451,NA,1.123535283,NA,1.122942506,NA,1.002273465,NA,1.001950324,NA,PearlWordTypes_RS1
veydh,veD,V EY DH,Low,NewBigram,1.0547,1.0013,-15.39478217,-15.17779166,1.044616826,1.000932959,v e D,3,-14.56161358,NA,#NAME?,NA,-19.1417257,NA,1.064537451,NA,1.064696671,NA,1,1,1.000428585,1,PearlWordTypes_RS1
veydh,veD,V EY DH,Low,NewBigram,1.0547,1.0013,-15.39478217,-15.17779166,1.044616826,1.000932959,v e D,3,-14.56161358,NA,#NAME?,NA,-19.1417257,NA,1.064537451,NA,1.064696671,NA,1,1,1.000428585,1,PearlWordTypes_RS1
vike,vYk,V AY K,High,NewBigram,1.1102,1.0055,-11.52079019,-11.93174149,1.107016922,1.005102546,v Y k,3,-11.89785816,NA,-14.61800692,NA,-14.50799334,NA,1.116251058,NA,1.115754884,NA,1.002584604,NA,1.002161517,NA,PearlWordTypes_RS1
vire,vYr,V AY R,High,NewBigram,1.1351,1.0044,-11.43228837,-13.03996088,1.125514713,1.003983253,v Y r,3,-11.86589805,NA,-15.18654515,NA,-15.06896526,NA,1.122097112,NA,1.121527815,NA,1.002259823,NA,1.001944126,NA,PearlWordTypes_RS1
vite,vYt,V AY T,High,NewBigram,1.1227,1.0059,-11.17297846,-10.55579778,1.114969794,1.004159984,v Y t,3,-11.58545047,NA,-12.45215074,NA,-12.42170455,NA,1.12112277,NA,1.12056566,NA,1.006157193,NA,1.004552821,NA,PearlWordTypes_RS1
wace,wes,W EY S,High,NewBigram,1.1283,1.0044,-11.84495088,-11.66875579,1.113547788,1.003286621,w e s,3,-10.73980896,NA,-9.113231079,NA,-9.343291499,NA,1.167750645,NA,1.166642664,NA,1.010161071,NA,1.007279739,NA,PearlWordTypes_RS1
wudge,wxJ,W AH JH,Low,NewBigram,1.0733,1.0007,-11.77007133,-11.96682172,1.117879957,1.001704965,w x J,3,-12.06539062,NA,-14.06482982,NA,-13.82393153,NA,1.150319497,NA,1.149451349,NA,1.005925279,NA,1.004447454,NA,PearlWordTypes_RS1
wush,wxS,W AH SH,Low,NewBigram,1.0702,1.0004,-11.4235134,-14.90793974,1.112519132,1.000998043,w x S,3,-11.47760396,NA,-11.20262894,NA,-11.47205718,NA,1.158114235,NA,1.157148591,NA,1.007873963,NA,1.005751802,NA,PearlWordTypes_RS1
wutch,wxC,W AH CH,Low,NewBigram,1.0705,1.0003,-12.53859665,-14.12081479,1.110987468,1.000880222,w x C,3,-11.69766584,NA,-11.94764795,NA,-12.17613833,NA,1.157789455,NA,1.156827872,NA,1.007549182,NA,1.005534411,NA,PearlWordTypes_RS1
yawd,ycd,Y AO D,Low,NewBigram,1.0624,1.0006,-12.7911474,-14.41630115,1.072451083,1.000997357,y c d,3,-12.57561105,NA,-14.41365325,NA,-13.88206654,NA,1.098370178,NA,1.0981017,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
yawd,ycd,Y AO D,Low,NewBigram,1.0624,1.0006,-12.7911474,-14.41630115,1.072451083,1.000997357,y c d,3,-12.57561105,NA,-14.41365325,NA,-13.88206654,NA,1.098370178,NA,1.0981017,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
yawg,ycg,Y AO G,Low,NewBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-13.56502405,NA,-13.1906254,NA,-13.33263045,NA,1.071738155,NA,1.07180279,NA,1.002570962,NA,1.002155319,NA,PearlWordTypes_RS1
yawg,ycg,Y AO G,Low,NewBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-13.56502405,NA,-13.1906254,NA,-13.33263045,NA,1.071738155,NA,1.07180279,NA,1.002570962,NA,1.002155319,NA,PearlWordTypes_RS1
yawg,ycg,Y AO G,Low,NewBigram,1.0423,1.0009,-13.71276687,-15.94341019,1.058666105,1.000702806,y c g,3,-13.56502405,NA,-13.1906254,NA,-13.33263045,NA,1.071738155,NA,1.07180279,NA,1.002570962,NA,1.002155319,NA,PearlWordTypes_RS1
yawng,ycG,Y AO NG,Low,NewBigram,1.0361,1.001,-14.9877976,-14.74041719,1.051950347,1.000997357,y c G,3,-13.05851809,NA,-11.4792875,NA,-11.57318229,NA,1.06946469,NA,1.069557761,NA,1.002246181,NA,1.001937928,NA,PearlWordTypes_RS1
yawng,ycG,Y AO NG,Low,NewBigram,1.0361,1.001,-14.9877976,-14.74041719,1.051950347,1.000997357,y c G,3,-13.05851809,NA,-11.4792875,NA,-11.57318229,NA,1.06946469,NA,1.069557761,NA,1.002246181,NA,1.001937928,NA,PearlWordTypes_RS1
yerch,yRC,Y ER CH,Low,NewBigram,1.0249,1.0001,-13.66641937,-14.20406072,1.051135123,1.001406298,y R C,3,-13.51495846,NA,-13.49200541,NA,-13.6194361,NA,1.055217889,NA,1.055484799,NA,1.000947058,NA,1.001068362,NA,PearlWordTypes_RS1
yerg,yRg,Y ER G,Low,NewBigram,1.0348,1.0001,-12.7644658,-15.28573138,1.062858245,1.001465208,y R g,3,-12.93575554,NA,#NAME?,NA,-15.46568375,NA,1.063337408,NA,1.06350276,NA,1.000622278,NA,1.000850971,NA,PearlWordTypes_RS1
yerth,yRT,Y ER TH,Low,NewBigram,1.0243,1.0001,-13.97447363,-14.58587146,1.051724224,1.001052837,y R T,3,-14.1778003,NA,-12.99906262,NA,-13.42085301,NA,1.048397493,NA,1.048749713,NA,1.000947058,NA,1.001068362,NA,PearlWordTypes_RS1
yerv,yRv,Y ER V,Low,NewBigram,1.0405,1.0005,-12.58214424,-12.85843527,1.070693297,1.002702321,y R v,3,-13.46983803,NA,-12.75436651,NA,-13.05628466,NA,1.063662189,NA,1.063823478,NA,1.00159662,NA,1.001503145,NA,PearlWordTypes_RS1
yerv,yRv,Y ER V,Low,NewBigram,1.0405,1.0005,-12.58214424,-12.85843527,1.070693297,1.002702321,y R v,3,-13.46983803,NA,-12.75436651,NA,-13.05628466,NA,1.063662189,NA,1.063823478,NA,1.00159662,NA,1.001503145,NA,PearlWordTypes_RS1
yudghe,yxJ,Y AH JH,Low,NewBigram,1.0609,1.0005,-11.50724239,-11.27080584,1.111884963,1.001588516,y x J,3,-13.03237447,NA,-14.12874009,NA,-14.0745798,NA,1.116820738,NA,1.116352973,NA,1.003436168,NA,1.002757908,NA,PearlWordTypes_RS1
yudghe,yxJ,Y AH JH,Low,NewBigram,1.0609,1.0005,-11.50724239,-11.27080584,1.111884963,1.001588516,y x J,3,-13.03237447,NA,-14.12874009,NA,-14.0745798,NA,1.116820738,NA,1.116352973,NA,1.003436168,NA,1.002757908,NA,PearlWordTypes_RS1
yush,yxS,Y AH SH,Low,NewBigram,1.0578,1.0002,-11.16068445,-14.21192386,1.106524138,1.000881594,y x S,3,-12.4445878,NA,-11.26653921,NA,-11.72270546,NA,1.124615476,NA,1.124050215,NA,1.005384853,NA,1.004062256,NA,PearlWordTypes_RS1
yush,yxS,Y AH SH,Low,NewBigram,1.0578,1.0002,-11.16068445,-14.21192386,1.106524138,1.000881594,y x S,3,-12.4445878,NA,-11.26653921,NA,-11.72270546,NA,1.124615476,NA,1.124050215,NA,1.005384853,NA,1.004062256,NA,PearlWordTypes_RS1
yutch,yxC,Y AH CH,Low,NewBigram,1.0581,1.0001,-12.2757677,-13.42479892,1.104992474,1.000763774,y x C,3,-12.66464969,NA,-12.01155822,NA,-12.4267866,NA,1.124290695,NA,1.123729497,NA,1.005060072,NA,1.003844865,NA,PearlWordTypes_RS1
boin,bOn,B OY N,High,OldBigram,1.1507,1.001,-13.10382925,-11.32926014,1.144922058,1.001290536,b O n,3,-12.84020553,NA,-10.23943751,NA,-10.92266971,NA,1.187671753,NA,1.186313228,NA,1.002232539,NA,1.001931729,NA,PearlWordTypes_RS1
boir,bOr,B OY R,Low,OldBigram,1.133,1.0003,-13.39302557,-16.56903849,1.12742574,1.000465793,b O r,3,-12.9291809,NA,#NAME?,NA,-13.61765024,NA,1.175654864,NA,1.174446647,NA,1.000933416,NA,1.001062164,NA,PearlWordTypes_RS1
bois,bOs,B OY S,High,OldBigram,1.1334,1.001,-13.32189432,-12.36086594,1.129605416,1.001054895,b O s,3,-12.715254,NA,-10.61326183,NA,-11.18696982,NA,1.162014072,NA,1.160976474,NA,1.001582978,NA,1.001496947,NA,PearlWordTypes_RS1
bun,bUn,B UH N,High,OldBigram,1.1575,1.0017,-12.79950786,-13.67836524,1.147367473,1.001165169,b U n,3,-11.59317323,NA,#NAME?,NA,-12.42871755,NA,1.204162108,NA,1.202605881,NA,1.003111388,NA,1.002540517,NA,PearlWordTypes_RS1
boor,bur,B UW R,High,OldBigram,1.1517,1.0012,-11.25177575,-15.22013166,1.147105507,1.001458348,b u r,3,-10.77741869,NA,-12.89376134,NA,-12.46683004,NA,1.205835325,NA,1.204265276,NA,1.006236417,NA,1.004658647,NA,PearlWordTypes_RS1
bus,bUs,B UH S,High,OldBigram,1.1402,1.0014,-13.01757293,-12.91821158,1.132050831,1.00128299,b U s,3,-11.46822171,NA,#NAME?,NA,-12.28755256,NA,1.178504427,NA,1.177269126,NA,1.003111388,NA,1.002540517,NA,PearlWordTypes_RS1
baur,bWr,B AW R,High,OldBigram,1.1393,1.0008,-12.86358239,-14.58709595,1.131326759,1.000993241,b W r,3,-11.65942035,NA,#NAME?,NA,-13.96660314,NA,1.184989027,NA,1.183668903,NA,1.001555694,NA,1.001484551,NA,PearlWordTypes_RS1
cheidh,CeD,CH EY DH,Low,OldBigram,1.0412,1.0007,-16.4790573,-17.11755502,1.032510429,1.000641838,C e D,3,-14.60673402,NA,#NAME?,NA,-16.78465242,NA,1.074152835,NA,1.074197131,NA,1.002177971,NA,1.001906937,NA,PearlWordTypes_RS1
cheidh,CeD,CH EY DH,Low,OldBigram,1.0412,1.0007,-16.4790573,-17.11755502,1.032510429,1.000641838,C e D,3,-14.60673402,NA,#NAME?,NA,-16.78465242,NA,1.074152835,NA,1.074197131,NA,1.002177971,NA,1.001906937,NA,PearlWordTypes_RS1
cheedh,CiD,CH IY DH,Low,OldBigram,1.0438,1.0009,-15.84437362,-16.15276112,1.051433282,1.000818568,C i D,3,-13.72890957,NA,-15.4308192,NA,-15.39773713,NA,1.076019668,NA,1.076041582,NA,1.003436168,NA,1.002757908,NA,PearlWordTypes_RS1
cheedh,CiD,CH IY DH,Low,OldBigram,1.0438,1.0009,-15.84437362,-16.15276112,1.051433282,1.000818568,C i D,3,-13.72890957,NA,-15.4308192,NA,-15.39773713,NA,1.076019668,NA,1.076041582,NA,1.003436168,NA,1.002757908,NA,PearlWordTypes_RS1
cheedh,CiD,CH IY DH,Low,OldBigram,1.0438,1.0009,-15.84437362,-16.15276112,1.051433282,1.000818568,C i D,3,-13.72890957,NA,-15.4308192,NA,-15.39773713,NA,1.076019668,NA,1.076041582,NA,1.003436168,NA,1.002757908,NA,PearlWordTypes_RS1
choib,COb,CH OY B,Low,OldBigram,1.0383,1.0001,-15.7782233,-18.8799189,1.038566171,1.000058224,C O b,3,-14.69890448,NA,-15.44821095,NA,-15.30961842,NA,1.044168618,NA,1.044562276,NA,1.00063592,NA,1.000857169,NA,PearlWordTypes_RS1
choig,COg,CH OY G,Low,OldBigram,1.0302,1.0001,-16.25989148,-18.50715632,1.029670737,1.000058224,C O g,3,-15.39205166,NA,#NAME?,NA,-15.16284785,NA,1.041245591,NA,1.041675811,NA,1.000311139,NA,1.000639778,NA,PearlWordTypes_RS1
choiv,COv,CH OY V,Low,OldBigram,1.0359,1.0001,-16.07756993,-17.30107482,1.037505788,1.000058224,C O v,3,-15.92613415,NA,#NAME?,NA,-14.36288667,NA,1.041570371,NA,1.041996529,NA,1.000311139,NA,1.000639778,NA,PearlWordTypes_RS1
choodh,CuD,CH UW DH,Low,OldBigram,1.0341,1.0003,-17.03460896,-15.27171735,1.033209119,1.000175358,C u D,3,-14.99814737,NA,-16.30164756,NA,-15.88576719,NA,1.054862232,NA,1.055137801,NA,1.001244555,NA,1.001273358,NA,PearlWordTypes_RS1
choosh,CuS,CH UW SH,Low,OldBigram,1.0387,1.0002,-13.90551197,-12.9738497,1.039159046,1.000293179,C u S,3,-13.59943049,NA,-12.50740759,NA,-12.79562523,NA,1.063631313,NA,1.063797198,NA,1.002218897,NA,1.001925531,NA,PearlWordTypes_RS1
choosh,CuS,CH UW SH,Low,OldBigram,1.0387,1.0002,-13.90551197,-12.9738497,1.039159046,1.000293179,C u S,3,-13.59943049,NA,-12.50740759,NA,-12.79562523,NA,1.063631313,NA,1.063797198,NA,1.002218897,NA,1.001925531,NA,PearlWordTypes_RS1
